4.000000000000E+2, 4.000000001625E+2, 4.199255892831E-6, 1.707993919160E+1, 7.686067331425E+0, 1.000000000000E+0, 5.681462930449E+1, 3.501256708429E+3, 3.974229591099E+1
4.328950478456E+2, 4.328950474886E+2, 4.246160367880E-6, 1.795357491055E+1, 7.686067331425E+0, 1.000000000000E+0, 5.471143833938E+1, 3.650786878963E+3, 3.674067641969E+1
4.684953061231E+2, 4.684953061229E+2, 4.299707896444E-6, 1.881538717484E+1, 7.686067331425E+0, 1.000000000000E+0, 5.252828346819E+1, 3.791934182198E+3, 3.369785509238E+1
5.070232448990E+2, 5.070232451487E+2, 4.355888191433E-6, 1.976216868254E+1, 7.686067331425E+0, 1.000000000000E+0, 5.030736349187E+1, 3.925134943015E+3, 3.053137212700E+1
5.487196296485E+2, 5.487196295206E+2, 4.418309333880E-6, 2.070545445545E+1, 7.686067331425E+0, 1.000000000000E+0, 4.806919878504E+1, 4.046556590755E+3, 2.734506360969E+1
5.938450258263E+2, 5.938450256338E+2, 4.488295196574E-6, 2.172043984375E+1, 7.686067331425E+0, 1.000000000000E+0, 4.581711734414E+1, 4.152453632203E+3, 2.407122758610E+1
6.426814271698E+2, 6.426814270100E+2, 4.561689472145E-6, 2.273207815020E+1, 7.686067331425E+0, 1.000000000000E+0, 4.355468827573E+1, 4.245354304137E+3, 2.080182646999E+1
6.955340179104E+2, 6.955340180070E+2, 4.643383870869E-6, 2.378097177891E+1, 7.686067331425E+0, 1.000000000000E+0, 4.131010779381E+1, 4.319782762718E+3, 1.750803046449E+1
7.527330799039E+2, 7.527330800272E+2, 4.732714874504E-6, 2.484434128986E+1, 7.686067331425E+0, 1.000000000000E+0, 3.909009568846E+1, 4.377810964358E+3, 1.422617803137E+1
8.146360566000E+2, 8.146360566386E+2, 4.827669209629E-6, 2.594706070929E+1, 7.686067331425E+0, 1.000000000000E+0, 3.691469403471E+1, 4.420242129059E+3, 1.094442982283E+1
8.816297867465E+2, 8.816297865621E+2, 4.931294794676E-6, 2.706325597132E+1, 7.686067331425E+0, 1.000000000000E+0, 3.479102961484E+1, 4.444328817209E+3, 7.704859855455E+0
9.541329217893E+2, 9.541329216844E+2, 5.045090809125E-6, 2.817973879993E+1, 7.686067331425E+0, 1.000000000000E+0, 3.272569404133E+1, 4.450440831990E+3, 4.524067714400E+0
1.032598542073E+3, 1.032598542032E+3, 5.167263189552E-6, 2.933296000890E+1, 7.686067331425E+0, 1.000000000000E+0, 3.072581656249E+1, 4.440741655932E+3, 1.375785161503E+0
1.117516988190E+3, 1.117516987854E+3, 5.299490917529E-6, 3.048703925316E+1, 7.686067331425E+0, 1.000000000000E+0, 2.881079743490E+1, 4.414847442088E+3, -1.696632630050E+0
1.209418925177E+3, 1.209418925221E+3, 5.442152886587E-6, 3.164106685833E+1, 7.686067331425E+0, 1.000000000000E+0, 2.697644621777E+1, 4.373955495665E+3, -4.683680917925E+0
1.308878658699E+3, 1.308878658577E+3, 5.596293618141E-6, 3.280078106003E+1, 7.686067331425E+0, 1.000000000000E+0, 2.522106871803E+1, 4.319526872438E+3, -7.596839075869E+0
1.416517723954E+3, 1.416517723811E+3, 5.761062681268E-6, 3.396816718080E+1, 7.686067331425E+0, 1.000000000000E+0, 2.355236057290E+1, 4.253762499363E+3, -1.043145330883E+1
1.533008769713E+3, 1.533008770060E+3, 5.938639028693E-6, 3.512387253003E+1, 7.686067331425E+0, 1.000000000000E+0, 2.197387655467E+1, 4.176759794195E+3, -1.316438013435E+1
1.659079761782E+3, 1.659079761573E+3, 6.131092259011E-6, 3.629449942650E+1, 7.686067331425E+0, 1.000000000000E+0, 2.048219875022E+1, 4.089104332470E+3, -1.582587442828E+1
1.795518532141E+3, 1.795518532468E+3, 6.335588529853E-6, 3.745954547359E+1, 7.686067331425E+0, 1.000000000000E+0, 1.908041142527E+1, 3.994663101382E+3, -1.839501306304E+1
1.943177702197E+3, 1.943177701840E+3, 6.555988465776E-6, 3.862254413412E+1, 7.686067331425E+0, 1.000000000000E+0, 1.775371633485E+1, 3.892834717506E+3, -2.088063317801E+1
2.102980010912E+3, 2.102980011145E+3, 6.791865716162E-6, 3.976560626080E+1, 7.686067331425E+0, 1.000000000000E+0, 1.651498987649E+1, 3.785540283354E+3, -2.326514734700E+1
2.275924081106E+3, 2.275924080877E+3, 7.045444353663E-6, 4.090706979520E+1, 7.686067331425E+0, 1.000000000000E+0, 1.534319362537E+1, 3.673368446282E+3, -2.557530300436E+1
2.463090659958E+3, 2.463090659646E+3, 7.316731468377E-6, 4.204186977093E+1, 7.686067331425E+0, 1.000000000000E+0, 1.424548819209E+1, 3.558111498292E+3, -2.780444836141E+1
2.665649372726E+3, 2.665649372382E+3, 7.608535799066E-6, 4.316886739169E+1, 7.686067331425E+0, 1.000000000000E+0, 1.321825227898E+1, 3.439793454953E+3, -2.995856936272E+1
2.884866031865E+3, 2.884866031820E+3, 7.922876086420E-6, 4.427410617897E+1, 7.686067331425E+0, 1.000000000000E+0, 1.225452954655E+1, 3.319020827048E+3, -3.203004839089E+1
3.122110547231E+3, 3.122110547586E+3, 8.259623513766E-6, 4.536943862496E+1, 7.686067331425E+0, 1.000000000000E+0, 1.134228357152E+1, 3.197334001121E+3, -3.403390435128E+1
3.378865486807E+3, 3.378865486603E+3, 8.620575444256E-6, 4.644836256597E+1, 7.686067331425E+0, 1.000000000000E+0, 1.049056272692E+1, 3.075386540249E+3, -3.596706712664E+1
